时间,分钟能见度m,降水天气现象 ,气温℃,湿度%RH,瞬时风速m/s,瞬时风向°,分钟内极大风速m/s,分钟内极大风向°,2 min平均风速m/s,2 min平均风向°,10 min平均风速m/s,10 min平均风向°,气压hPa,路面温度℃,路面状况 ,水膜厚度mm,冰层厚度mm,雪层厚度mm,湿滑系数 
2020-06-05 14:54:00,20000,0,24.5,43,2.3,301,2.3,301,2,299,1.8,295,792.9,57.1,1,0,0,0,0.82
2020-06-05 14:55:00,20000,0,24.6,43,2.1,304,2.1,304,2.1,299,2,299,792.9,58.4,1,0,0,0,0.82
2020-06-05 14:56:00,20000,0,24.8,43,2.3,313,2.3,313,2.2,300,2.1,297,792.9,58.7,1,0,0,0,0.82
2020-06-05 14:57:00,20000,0,24.8,42,2.1,295,2.1,295,2.2,304,2.1,298,792.9,59.2,1,0,0,0,0.82
2020-06-05 14:58:00,20000,0,25,43,1.8,326,1.8,326,2.1,303,2.1,298,792.9,59.6,1,0,0,0,0.82
2020-06-05 14:59:00,20000,0,25.1,43,1.5,330,1.5,330,1.8,313,2.1,301,792.9,59.5,1,0,0,0,0.82
2020-06-05 15:00:00,20000,0,25.2,43,1,249,1,249,1.5,321,2,302,792.8,60,1,0,0,0,0.82
2020-06-05 15:01:00,20000,0,25.2,43,0.4,255,0.4,255,1.1,278,1.9,298,792.8,58.3,1,0,0,0,0.82
2020-06-05 15:02:00,20000,0,25.1,43,0.3,16,0.3,16,0.6,256,1.7,297,792.8,57,1,0,0,0,0.82
2020-06-05 15:03:00,20000,0,25.1,43,1.1,146,1.1,146,0.4,326,1.5,302,792.8,55.1,1,0,0,0,0.82
2020-06-05 15:04:00,20000,0,24.8,42,1.4,211,1.4,211,0.8,108,1.4,298,792.8,53,1,0,0,0,0.82
2020-06-05 15:05:00,20000,0,24.6,43,1.8,196,1.8,196,1.3,183,1.3,287,792.8,52.9,1,0,0,0,0.82
2020-06-05 15:06:00,20000,0,24.4,43,1.6,202,1.6,202,1.6,201,1.3,270,792.8,53.2,1,0,0,0,0.82
2020-06-05 15:07:00,20000,0,24.4,43,1.8,200,1.8,200,1.7,198,1.2,249,792.8,52.9,1,0,0,0,0.82
2020-06-05 15:08:00,20000,0,24.4,43,1.6,193,1.6,193,1.7,198,1.2,229,792.8,53.7,1,0,0,0,0.82
2020-06-05 15:09:00,20000,0,24.3,43,1.7,238,1.7,238,1.6,198,1.2,214,792.8,55.5,1,0,0,0,0.82
2020-06-05 15:10:00,20000,0,24.3,45,2.9,210,2.9,210,1.7,214,1.3,209,792.7,57.9,1,0,0,0,0.82
2020-06-05 15:11:00,20000,0,24.4,46,1.8,174,1.8,174,2.3,216,1.4,203,792.7,58.4,1,0,0,0,0.82
2020-06-05 15:12:00,20000,0,24.5,46,2.3,224,2.3,224,2.2,191,1.6,196,792.8,59.1,1,0,0,0,0.82
2020-06-05 15:13:00,20000,0,24.5,46,3.6,199,3.6,199,2.2,197,1.8,198,792.8,59.1,1,0,0,0,0.82
2020-06-05 15:14:00,20000,0,24.6,46,3.2,194,3.2,194,3,204,2,202,792.7,59.5,1,0,0,0,0.82
2020-06-05 15:15:00,20000,0,24.6,45,3.1,189,3.1,189,3.3,191,2.2,200,792.7,59.6,1,0,0,0,0.82
2020-06-05 15:16:00,20000,0,24.5,46,3.3,185,3.3,185,3.1,187,2.3,199,792.7,60,1,0,0,0,0.82
2020-06-05 15:17:00,20000,0,24.5,45,4.1,187,4.1,187,3.3,185,2.5,197,792.7,60,1,0,0,0,0.82
2020-06-05 15:18:00,20000,0,24.5,46,2.1,170,2.1,170,3.5,183,2.7,195,792.7,59.5,1,0,0,0,0.82
2020-06-05 15:19:00,20000,0,24.5,45,3,187,3,187,2.9,177,2.8,193,792.7,59.4,1,0,0,0,0.82
2020-06-05 15:20:00,20000,0,24.4,46,2.8,192,2.8,192,2.6,179,2.9,189,792.7,59.7,1,0,0,0,0.82
2020-06-05 15:21:00,20000,0,24.5,45,2.7,192,2.7,192,2.8,187,2.9,187,792.7,60,1,0,0,0,0.82
2020-06-05 15:22:00,20000,0,24.5,44,2.9,195,2.9,195,2.7,190,3,188,792.6,60,1,0,0,0,0.82
2020-06-05 15:23:00,20000,0,24.5,45,1.9,220,1.9,220,2.7,195,3,187,792.6,59.9,1,0,0,0,0.82
2020-06-05 15:24:00,20000,0,24.6,43,1.6,185,1.6,185,2.2,206,2.8,189,792.7,59.5,1,0,0,0,0.82
2020-06-05 15:25:00,20000,0,24.6,43,1.8,235,1.8,235,1.7,203,2.7,189,792.6,59.9,1,0,0,0,0.82
2020-06-05 15:26:00,20000,0,24.7,44,3,239,3,239,1.8,215,2.6,194,792.6,60,1,0,0,0,0.82
2020-06-05 15:27:00,20000,0,24.7,43,3.3,222,3.3,222,2.5,233,2.5,199,792.6,60,1,0,0,0,0.82
2020-06-05 15:28:00,20000,0,24.5,42,3,208,3,208,3.1,224,2.5,203,792.6,60,1,0,0,0,0.82
2020-06-05 15:29:00,20000,0,24.5,43,2.8,207,2.8,207,3.1,210,2.5,206,792.6,60,1,0,0,0,0.82
2020-06-05 15:30:00,20000,0,24.3,43,2.6,188,2.6,188,2.8,203,2.5,207,792.6,59.2,1,0,0,0,0.82
2020-06-05 15:31:00,20000,0,24.4,45,2.4,221,2.4,221,2.6,196,2.5,208,792.6,59.6,1,0,0,0,0.82
2020-06-05 15:32:00,20000,0,24.4,44,2.5,207,2.5,207,2.4,204,2.5,210,792.6,59.6,1,0,0,0,0.82
2020-06-05 15:33:00,20000,0,24.3,43,2.4,225,2.4,225,2.4,212,2.5,211,792.6,59.6,1,0,0,0,0.82
2020-06-05 15:34:00,20000,0,24.2,43,2.1,204,2.1,204,2.4,214,2.5,212,792.6,59.8,1,0,0,0,0.82
2020-06-05 15:35:00,20000,0,24.3,44,2,198,2,198,2.2,209,2.5,212,792.5,59.8,1,0,0,0,0.82
2020-06-05 15:36:00,20000,0,24.3,44,2.5,223,2.5,223,2,199,2.6,209,792.5,59.4,1,0,0,0,0.82
2020-06-05 15:37:00,20000,0,24.4,43,2.4,212,2.4,212,2.2,208,2.5,207,792.5,59.9,1,0,0,0,0.82
2020-06-05 15:38:00,20000,0,24.4,44,1.8,213,1.8,213,2.3,213,2.4,207,792.5,60,1,0,0,0,0.82
2020-06-05 15:39:00,20000,0,24.6,44,1.5,183,1.5,183,2,207,2.3,206,792.5,60,1,0,0,0,0.82
2020-06-05 15:40:00,20000,0,24.7,43,2.8,201,2.8,201,1.7,193,2.2,205,792.4,60,1,0,0,0,0.82
2020-06-05 15:41:00,20000,0,24.9,41,3,195,3,195,2.3,191,2.2,205,792.4,60,1,0,0,0,0.82
2020-06-05 15:42:00,20000,0,25,42,1.4,190,1.4,190,2.7,196,2.2,203,792.3,57.8,1,0,0,0,0.82
2020-06-05 15:43:00,20000,0,25,42,2.3,208,2.3,208,2.1,193,2.1,202,792.3,55.2,1,0,0,0,0.82
2020-06-05 15:44:00,20000,0,24.9,41,2.1,204,2.1,204,1.9,198,2.1,200,792.3,54.7,1,0,0,0,0.82
2020-06-05 15:45:00,20000,0,24.7,42,1.5,252,1.5,252,2.1,206,2.1,201,792.3,53.8,1,0,0,0,0.82
2020-06-05 15:46:00,20000,0,24.8,42,1.3,224,1.3,224,1.7,227,2.1,205,792.3,51.6,1,0,0,0,0.82
2020-06-05 15:47:00,20000,0,24.8,40,2.2,203,2.2,203,1.4,229,2,205,792.3,51.3,1,0,0,0,0.82
2020-06-05 15:48:00,20000,0,24.7,41,0.8,326,0.8,326,1.7,214,1.9,205,792.3,50.9,1,0,0,0,0.82
2020-06-05 15:49:00,20000,0,24.8,40,1.9,177,1.9,177,1.4,260,1.8,209,792.3,54.2,1,0,0,0,0.82
2020-06-05 15:50:00,20000,0,24.9,41,0.9,209,0.9,209,1.3,220,1.8,209,792.3,54.7,1,0,0,0,0.82
2020-06-05 15:51:00,20000,0,25,39,1.3,189,1.3,189,1.3,190,1.7,209,792.2,54.6,1,0,0,0,0.82
2020-06-05 15:52:00,20000,0,25.1,39,1.1,30,1.1,30,1.1,191,1.5,209,792.2,53.3,1,0,0,0,0.82
2020-06-05 15:53:00,20000,0,25.1,39,1.4,205,1.4,205,1.2,107,1.5,211,792.2,53.4,1,0,0,0,0.82
2020-06-05 15:54:00,20000,0,25.2,40,1.8,215,1.8,215,1.3,200,1.4,212,792.1,54.4,1,0,0,0,0.82
2020-06-05 15:55:00,20000,0,25.3,41,1.6,211,1.6,211,1.6,210,1.4,213,792.1,55.4,1,0,0,0,0.82
2020-06-05 15:56:00,20000,0,25.5,40,1.6,213,1.6,213,1.6,211,1.4,207,792.1,56.1,1,0,0,0,0.82
2020-06-05 15:57:00,20000,0,25.6,40,2.7,325,2.7,325,1.7,215,1.4,208,792.2,56.3,1,0,0,0,0.82
2020-06-05 15:58:00,20000,0,25.6,39,2.6,300,2.6,300,2.2,281,1.5,218,792.2,56.2,1,0,0,0,0.82
2020-06-05 15:59:00,20000,0,25.6,39,2.3,291,2.3,291,2.6,308,1.6,222,792.1,55.6,1,0,0,0,0.82
2020-06-05 16:00:00,20000,0,25.6,39,3.2,343,3.2,343,2.5,298,1.7,240,792.1,55.7,1,0,0,0,0.82
2020-06-05 16:01:00,20000,0,25.4,39,3.2,343,3.2,343,2.8,320,1.9,262,792.2,55.9,1,0,0,0,0.82
2020-06-05 16:02:00,20000,0,25.1,40,2.6,345,2.6,345,3.1,340,2.1,281,792.1,56.4,1,0,0,0,0.82
2020-06-05 16:03:00,20000,0,24.8,40,2.1,340,2.1,340,2.7,342,2.3,284,792.1,56.3,1,0,0,0,0.82
2020-06-05 16:04:00,20000,0,24.7,40,2,289,2,289,2.2,337,2.3,300,792.1,55.9,1,0,0,0,0.82
2020-06-05 16:05:00,20000,0,24.7,40,2.2,251,2.2,251,2,303,2.4,305,792.1,56.1,1,0,0,0,0.82
2020-06-05 16:06:00,20000,0,24.9,39,1.8,274,1.8,274,2,266,2.4,307,792,56.3,1,0,0,0,0.82
2020-06-05 16:07:00,20000,0,25,40,1.1,254,1.1,254,1.8,260,2.4,307,792,56.4,1,0,0,0,0.82
2020-06-05 16:08:00,20000,0,25.2,40,2.1,329,2.1,329,1.4,264,2.3,301,792.1,56.3,1,0,0,0,0.82
2020-06-05 16:09:00,20000,0,25.3,39,2.8,327,2.8,327,1.7,296,2.2,305,792.1,56.7,1,0,0,0,0.82
2020-06-05 16:10:00,20000,0,25.4,35,3.2,322,3.2,322,2.5,324,2.3,308,792,56.7,1,0,0,0,0.82
2020-06-05 16:11:00,20000,0,25.3,34,3.2,322,3.2,322,3,322,2.3,305,792,56.2,1,0,0,0,0.82
2020-06-05 16:12:00,20000,0,25.1,34,2,314,2,314,3,319,2.2,303,792,55.9,1,0,0,0,0.82
2020-06-05 16:13:00,20000,0,25,35,4.2,309,4.2,309,2.7,313,2.2,299,792,56.1,1,0,0,0,0.82
2020-06-05 16:15:00,20000,0,25.3,34,4.6,295,4.6,295,4.6,303,2.8,299,791.9,56.6,1,0,0,0,0.82
2020-06-05 16:16:00,20000,0,25.4,34,4.3,308,4.3,308,4.7,299,3,304,791.9,56.6,1,0,0,0,0.82
2020-06-05 16:18:00,20000,0,25.5,34,4.7,311,4.7,311,4.9,307,3.7,311,791.9,56.1,1,0,0,0,0.82
2020-06-05 16:20:00,20000,0,25.6,34,4.7,318,4.7,318,4.9,310,4.2,308,791.8,55.8,1,0,0,0,0.82
2020-06-05 16:23:00,20000,0,25.5,34,3.8,307,3.8,307,4.9,316,4.8,308,791.8,55.7,1,0,0,0,0.82
2020-06-05 16:24:00,20000,0,25.5,34,3.9,306,3.9,306,4.1,308,4.7,308,791.8,55.3,1,0,0,0,0.82
2020-06-05 16:25:00,20000,0,25.5,34,3.8,291,3.8,291,3.8,303,4.6,308,791.8,55.3,1,0,0,0,0.82
2020-06-05 16:26:00,20000,0,25.4,34,3.2,289,3.2,289,3.7,295,4.5,308,791.8,55.5,1,0,0,0,0.82
2020-06-05 16:27:00,20000,0,25.3,35,2.7,295,2.7,295,3.3,288,4.4,306,791.8,55.6,1,0,0,0,0.82
2020-06-05 16:28:00,20000,0,25.3,35,1.6,271,1.6,271,2.7,288,4.1,304,791.8,55.6,1,0,0,0,0.82
2020-06-05 16:29:00,20000,0,25.4,35,1.3,326,1.3,326,2,285,3.8,301,791.8,55.7,1,0,0,0,0.82
2020-06-05 16:30:00,20000,0,25.5,35,1.4,289,1.4,289,1.4,299,3.4,302,791.8,55.4,1,0,0,0,0.82
2020-06-05 16:31:00,19161,0,25.6,36,1.2,303,1.2,303,1.3,302,3.1,299,791.8,55.3,1,0,0,0,0.82
2020-06-05 16:32:00,20000,0,25.6,36,1.2,303,1.2,303,1.2,294,2.6,297,791.8,56.2,1,0,0,0,0.82
2020-06-05 16:33:00,20000,0,25.6,36,1.2,303,1.2,303,1.2,299,2.3,295,791.8,56.2,1,0,0,0,0.82
2020-06-05 16:36:00,20000,0,26.4,35,1.1,272,1.1,272,1.1,296,1.5,295,791.8,54.6,1,0,0,0,0.82
2020-06-05 16:37:00,20000,0,26.5,35,1.7,282,1.7,282,1.2,282,1.3,294,791.8,54.2,1,0,0,0,0.82
2020-06-05 16:38:00,20000,0,26.5,34,2.2,298,2.2,298,1.5,277,1.3,293,791.8,54.1,1,0,0,0,0.82
2020-06-05 16:39:00,20000,0,26.5,35,3.1,352,3.1,352,2,293,1.4,295,791.8,54.1,1,0,0,0,0.82
2020-06-05 16:40:00,20000,0,26.5,35,3.1,352,3.1,352,2.7,328,1.5,298,791.8,54,1,0,0,0,0.82
2020-06-05 16:41:00,20000,0,26,35,4.3,350,4.3,350,3.2,350,1.7,304,791.7,54,1,0,0,0,0.82
2020-06-05 16:42:00,20000,0,25.7,34,3.9,351,3.9,351,3.7,350,2,309,791.7,53.5,1,0,0,0,0.82
2020-06-05 16:43:00,20000,0,25.3,35,3.8,355,3.8,355,4,350,2.3,315,791.7,52.9,1,0,0,0,0.82
2020-06-05 16:44:00,20000,0,25.1,35,3.8,351,3.8,351,3.8,352,2.6,321,791.7,52.9,1,0,0,0,0.82
2020-06-05 16:45:00,20000,0,24.9,35,3.3,330,3.3,330,3.7,350,2.8,326,791.7,52.9,1,0,0,0,0.82
2020-06-05 16:46:00,20000,0,24.9,35,1.9,306,1.9,306,3.3,335,3,330,791.7,53.1,1,0,0,0,0.82
2020-06-05 16:47:00,20000,0,25,35,1.4,297,1.4,297,2.4,313,3.1,332,791.6,54.3,1,0,0,0,0.82
2020-06-05 16:48:00,20000,0,25.2,36,1.4,312,1.4,312,1.6,300,3,333,791.6,54.2,1,0,0,0,0.82
2020-06-05 16:49:00,20000,0,25.2,36,1.5,307,1.5,307,1.4,303,2.9,333,791.6,53.9,1,0,0,0,0.82
2020-06-05 16:50:00,20000,0,25.2,36,1.5,307,1.5,307,1.4,306,2.8,329,791.6,54.1,1,0,0,0,0.82
2020-06-05 16:51:00,20000,0,25.2,36,1.5,307,1.5,307,1.5,304,2.6,324,791.6,54.4,1,0,0,0,0.82
2020-06-05 16:54:00,20000,0,25.3,35,3.1,344,3.1,344,1.6,308,1.9,310,791.6,53.4,1,0,0,0,0.82
2020-06-05 16:55:00,20000,0,25.3,35,3.1,344,3.1,344,2.4,326,1.8,310,791.6,52.5,1,0,0,0,0.82
2020-06-05 16:56:00,20000,0,25,35,2.1,331,2.1,331,3,339,1.8,311,791.6,52.4,1,0,0,0,0.82
2020-06-05 16:57:00,20000,0,25,37,2.1,332,2.1,332,2.5,334,1.8,314,791.6,52.5,1,0,0,0,0.82
2020-06-05 16:58:00,20000,0,25,36,1.7,343,1.7,343,2,331,1.9,317,791.6,53.1,1,0,0,0,0.82
2020-06-05 16:59:00,20000,0,25,36,1.6,111,1.6,111,1.8,340,1.9,321,791.5,53.2,1,0,0,0,0.82
2020-06-05 17:00:00,20000,0,25.1,37,3.3,350,3.3,350,1.8,46,2,327,791.5,53.7,1,0,0,0,0.82
2020-06-05 17:02:00,20000,0,25.2,37,4.8,357,4.8,357,4.6,352,2.6,339,791.5,53.2,1,0,0,0,0.82
2020-06-05 17:03:00,20000,0,25,36,4,17,4,17,5,356,2.9,345,791.5,51.9,1,0,0,0,0.82
2020-06-05 17:04:00,20000,0,24.8,37,3.5,4,3.5,4,4.2,5,3.1,352,791.5,51.8,1,0,0,0,0.82
2020-06-05 17:05:00,20000,0,24.7,38,3.6,350,3.6,350,3.7,5,3.2,354,791.5,52.2,1,0,0,0,0.82
2020-06-05 17:06:00,20000,0,24.8,37,5,350,5,350,3.7,354,3.2,355,791.5,52.3,1,0,0,0,0.82
2020-06-05 17:07:00,20000,0,24.7,37,4.1,325,4.1,325,4.3,347,3.5,357,791.5,52.4,1,0,0,0,0.82
2020-06-05 17:08:00,20000,0,24.8,37,2.6,307,2.6,307,4.3,333,3.7,356,791.5,52.4,1,0,0,0,0.82
2020-06-05 17:09:00,20000,0,25,36,3.5,320,3.5,320,3.2,314,3.8,351,791.5,52.6,1,0,0,0,0.82
2020-06-05 17:10:00,20000,0,24.9,37,3.2,347,3.2,347,3.1,316,4,344,791.4,52.7,1,0,0,0,0.82
2020-06-05 17:11:00,20000,0,24.9,36,4,316,4,316,3.4,331,3.9,343,791.4,52,1,0,0,0,0.82
2020-06-05 17:12:00,20000,0,24.9,36,2.8,337,2.8,337,3.5,328,3.7,339,791.5,52.1,1,0,0,0,0.82
2020-06-05 17:13:00,20000,0,25,37,3.1,311,3.1,311,3.3,324,3.6,336,791.5,52.1,1,0,0,0,0.82
2020-06-05 17:14:00,20000,0,25.1,36,4.4,312,4.4,312,3.1,319,3.5,330,791.4,52.1,1,0,0,0,0.82
2020-06-05 17:15:00,20000,0,25.3,36,4.1,314,4.1,314,3.8,309,3.6,325,791.4,51.9,1,0,0,0,0.82
2020-06-05 17:16:00,20000,0,25.3,36,2.8,292,2.8,292,4,307,3.6,321,791.4,51.4,1,0,0,0,0.82
2020-06-05 17:17:00,20000,0,25.3,35,4.7,318,4.7,318,3.5,300,3.4,316,791.3,51.4,1,0,0,0,0.82
2020-06-05 17:18:00,20000,0,25.4,36,4.5,314,4.5,314,3.9,304,3.5,315,791.3,51,1,0,0,0,0.82
2020-06-05 17:19:00,20000,0,25.4,35,3.5,306,3.5,306,4.4,311,3.7,315,791.4,51.1,1,0,0,0,0.82
2020-06-05 17:20:00,20000,0,25.5,35,3.1,301,3.1,301,3.8,306,3.7,313,791.4,50.9,1,0,0,0,0.82
2020-06-05 17:21:00,20000,0,25.5,35,2.7,304,2.7,304,3.2,301,3.6,309,791.4,50.8,1,0,0,0,0.82
2020-06-05 17:22:00,20000,0,25.5,35,1.9,289,1.9,289,2.7,298,3.5,307,791.4,50.7,1,0,0,0,0.82
2020-06-05 17:23:00,20000,0,25.5,35,2.1,285,2.1,285,2.2,291,3.4,302,791.3,50.6,1,0,0,0,0.82
2020-06-05 17:24:00,20000,0,25.5,35,1.9,282,1.9,282,2,284,3.3,300,791.3,50.3,1,0,0,0,0.82
2020-06-05 17:25:00,20000,0,25.5,35,2.1,309,2.1,309,2,284,3,297,791.3,50.3,1,0,0,0,0.82
2020-06-05 17:26:00,20000,0,25.6,36,2.1,294,2.1,294,2,293,2.9,297,791.3,50.5,1,0,0,0,0.82
2020-06-05 17:27:00,20000,0,25.8,36,3.1,334,3.1,334,2.2,299,2.8,297,791.3,50.5,1,0,0,0,0.82
2020-06-05 17:28:00,20000,0,25.8,36,3.7,309,3.7,309,2.7,311,2.6,298,791.3,50.3,1,0,0,0,0.82
2020-06-05 17:29:00,20000,0,25.8,36,3.5,309,3.5,309,3.4,314,2.6,298,791.3,50.1,1,0,0,0,0.82
2020-06-05 17:30:00,20000,0,25.8,36,3,304,3,304,3.5,304,2.6,298,791.2,50.1,1,0,0,0,0.82
2020-06-05 17:31:00,20000,0,25.8,35,4.1,330,4.1,330,3.3,304,2.6,298,791.2,50,1,0,0,0,0.82
2020-06-05 17:32:00,20000,0,25.7,35,4.2,333,4.2,333,3.6,318,2.7,302,791.2,49.2,1,0,0,0,0.82
2020-06-05 17:33:00,20000,0,25.5,35,2.6,333,2.6,333,4,330,2.9,306,791.2,49.2,1,0,0,0,0.82
2020-06-05 17:34:00,20000,0,25.4,35,3.4,331,3.4,331,3.3,330,3,311,791.2,49.1,1,0,0,0,0.82
2020-06-05 17:35:00,20000,0,25.3,36,2.4,344,2.4,344,2.9,331,3.1,316,791.2,49.2,1,0,0,0,0.82
2020-06-05 17:36:00,20000,0,25.3,37,2.1,7,2.1,7,2.7,338,3.2,320,791.2,49.2,1,0,0,0,0.82
2020-06-05 17:37:00,20000,0,25.3,36,2.2,307,2.2,307,2.2,349,3.1,325,791.2,49.2,1,0,0,0,0.82
2020-06-05 17:38:00,20000,0,25.4,35,2.3,313,2.3,313,2.1,328,3,323,791.2,49.2,1,0,0,0,0.82
2020-06-05 17:39:00,20000,0,25.6,36,1.6,343,1.6,343,2.1,310,2.9,325,791.2,47.9,1,0,0,0,0.82
2020-06-05 17:40:00,20000,0,25.7,37,2,353,2,353,1.9,329,2.7,328,791.2,47.9,1,0,0,0,0.82
2020-06-05 17:41:00,20000,0,25.6,36,2.6,346,2.6,346,1.9,345,2.6,333,791.2,47.9,1,0,0,0,0.82
2020-06-05 17:42:00,20000,0,25.5,38,3.7,0,3.7,0,2.4,348,2.5,335,791.2,47.8,1,0,0,0,0.82
2020-06-05 17:43:00,20000,0,25.3,38,4.6,30,4.6,30,3.3,356,2.5,338,791.1,47.3,1,0,0,0,0.82
2020-06-05 17:44:00,20000,0,25.1,37,4.3,29,4.3,29,4.2,17,2.7,344,791.1,45.3,1,0,0,0,0.82
2020-06-05 17:45:00,20000,0,24.8,38,4.2,28,4.2,28,4.4,26,2.8,350,791.1,44.6,1,0,0,0,0.82
2020-06-05 17:46:00,20000,0,24.6,38,3.9,26,3.9,26,4.2,25,2.9,354,791.1,43.6,1,0,0,0,0.82
2020-06-05 17:47:00,20000,0,24.4,37,3.1,56,3.1,56,3.9,27,3.1,358,791.1,43.6,1,0,0,0,0.82
2020-06-05 17:48:00,20000,0,24.3,38,4.1,35,4.1,35,3.5,41,3.2,8,791.1,43.4,1,0,0,0,0.82
2020-06-05 17:49:00,20000,0,24.3,38,4.4,1,4.4,1,3.7,39,3.4,15,791.1,43.4,1,0,0,0,0.82
2020-06-05 17:50:00,20000,0,24.1,38,3.6,9,3.6,9,4.2,14,3.7,17,791.1,43.4,1,0,0,0,0.82
2020-06-05 17:51:00,20000,0,24.1,39,3.9,25,3.9,25,3.9,5,3.8,19,791.1,43.2,1,0,0,0,0.82
2020-06-05 17:52:00,20000,0,24,38,4.4,22,4.4,22,3.8,16,3.9,22,791.1,42.7,1,0,0,0,0.82
2020-06-05 17:53:00,20000,0,23.9,38,4.2,26,4.2,26,4.1,22,4,24,791.2,42.5,1,0,0,0,0.82
2020-06-05 17:54:00,20000,0,23.8,38,3.1,12,3.1,12,4.1,21,3.9,23,791.2,42.3,1,0,0,0,0.82
2020-06-05 17:55:00,20000,0,23.7,39,2.9,2,2.9,2,3.5,14,3.8,21,791.2,42.4,1,0,0,0,0.82
2020-06-05 17:56:00,20000,0,23.7,38,4,37,4,37,3,7,3.7,20,791.2,42.5,1,0,0,0,0.82
2020-06-05 17:57:00,20000,0,23.7,38,3.6,1,3.6,1,3.5,17,3.7,19,791.2,42.5,1,0,0,0,0.82
2020-06-05 17:59:00,20000,0,23.6,38,4.9,35,4.9,35,4.5,20,3.9,16,791.2,42.2,1,0,0,0,0.82
2020-06-05 18:00:00,20000,0,23.6,37,4.9,36,4.9,36,5,34,4,19,791.2,42.1,1,0,0,0,0.82
2020-06-05 18:01:00,20000,0,23.5,38,5,27,5,27,4.9,33,4.1,21,791.2,42,1,0,0,0,0.82
2020-06-05 18:03:00,20000,0,23.4,39,4.7,40,4.7,40,5,31,4.3,23,791.1,41.5,1,0,0,0,0.82
2020-06-05 18:04:00,20000,0,23.4,39,4.9,28,4.9,28,4.9,36,4.3,25,791.1,41.6,1,0,0,0,0.82
2020-06-05 18:05:00,20000,0,23.3,39,4.7,33,4.7,33,4.8,31,4.5,27,791.1,41.3,1,0,0,0,0.82
2020-06-05 18:07:00,20000,0,23.2,39,4.8,12,4.8,12,4.9,30,4.8,29,791.1,41.1,1,0,0,0,0.82
2020-06-05 18:08:00,20000,0,23.2,39,3.4,55,3.4,55,4.7,24,4.9,30,791.1,41.1,1,0,0,0,0.82
2020-06-05 18:09:00,20000,0,23.3,39,2.9,89,2.9,89,3.9,40,4.7,33,791.1,41.1,1,0,0,0,0.82
2020-06-05 18:10:00,20000,0,23.3,39,4.3,34,4.3,34,3.2,67,4.5,36,791.1,41.5,1,0,0,0,0.82
2020-06-05 18:11:00,20000,0,23.2,39,4.7,24,4.7,24,3.7,50,4.4,36,791.1,41.1,1,0,0,0,0.82
2020-06-05 18:12:00,20000,0,23.2,39,3.7,41,3.7,41,4.4,25,4.4,36,791.1,41,1,0,0,0,0.82
2020-06-05 18:13:00,20000,0,23.2,40,3.2,12,3.2,12,4,28,4.2,35,791.1,41.3,1,0,0,0,0.82
2020-06-05 18:15:00,20000,0,23.1,39,4.9,67,4.9,67,4.3,38,4.2,37,791.1,40.7,1,0,0,0,0.82
2020-06-05 18:16:00,20000,0,23.1,39,3.9,53,3.9,53,4.9,59,4.1,40,791.1,40.7,1,0,0,0,0.82
2020-06-05 18:17:00,20000,0,23,39,3.3,80,3.3,80,4.2,59,4,43,791.1,40.7,1,0,0,0,0.82
2020-06-05 18:18:00,20000,0,23.1,39,3.4,20,3.4,20,3.5,62,3.9,48,791.1,40.4,1,0,0,0,0.82
2020-06-05 18:19:00,20000,0,23.1,39,4.2,17,4.2,17,3.4,42,3.9,43,791.1,40.4,1,0,0,0,0.82
2020-06-05 18:20:00,20000,0,23.1,39,3,52,3,52,3.7,20,4,38,791.1,40.4,1,0,0,0,0.82
2020-06-05 18:21:00,20000,0,23.1,40,1.9,73,1.9,73,3.3,38,3.8,41,791.2,40.4,1,0,0,0,0.82
2020-06-05 18:22:00,20000,0,23.1,40,3.5,28,3.5,28,2.5,57,3.6,45,791.2,40.4,1,0,0,0,0.82
2020-06-05 18:23:00,20000,0,23.1,40,4.2,33,4.2,33,2.9,43,3.6,44,791.2,40.2,1,0,0,0,0.82
2020-06-05 18:24:00,20000,0,23,40,4.8,12,4.8,12,3.9,25,3.7,45,791.1,39.8,1,0,0,0,0.82
2020-06-05 18:25:00,20000,0,23,40,3.8,31,3.8,31,4.4,20,3.6,40,791.1,39.8,1,0,0,0,0.82
2020-06-05 18:26:00,20000,0,22.9,40,3.5,44,3.5,44,4.1,23,3.5,37,791.2,39.7,1,0,0,0,0.82
2020-06-05 18:27:00,20000,0,22.9,40,4.3,47,4.3,47,3.7,36,3.5,35,791.2,39.8,1,0,0,0,0.82
2020-06-05 18:28:00,20000,0,22.9,40,4.6,46,4.6,46,4,42,3.6,33,791.2,39.7,1,0,0,0,0.82
2020-06-05 18:29:00,20000,0,22.9,40,2.7,59,2.7,59,4.2,46,3.7,36,791.2,39.2,1,0,0,0,0.82
2020-06-05 18:30:00,20000,0,22.9,41,4.7,34,4.7,34,3.6,48,3.6,39,791.1,39.6,1,0,0,0,0.82
2020-06-05 18:31:00,20000,0,22.8,40,4.4,25,4.4,25,3.8,39,3.8,37,791.1,39.3,1,0,0,0,0.82
2020-06-05 18:33:00,20000,0,22.8,41,3.6,41,3.6,41,4.8,23,4.2,33,791.1,39.1,1,0,0,0,0.82
2020-06-05 18:34:00,20000,0,22.8,41,3.9,35,3.9,35,4.3,31,4.1,34,791.1,39,1,0,0,0,0.82
2020-06-05 18:35:00,20000,0,22.8,41,2.9,43,2.9,43,3.6,37,4,36,791.1,38.9,1,0,0,0,0.82
